journey_id,update_sequence,elapsed_minutes,time_of_day_hour,time_of_day_minute,is_rush_hour,is_lunch_hour,original_eta_minutes,actual_duration_minutes,time_variance_percent,travel_mode,original_distance_km,original_speed_kmh
2466,0,0.0,17,49,1,0,36.5,38.0,4.11,Bike,5.78,11.2
2466,1,2.0,17,52,1,0,36.5,38.0,4.11,Bike,5.78,11.2
2466,2,4.0,17,53,1,0,36.5,38.0,4.11,Bike,5.78,11.2
2466,3,6.0,17,56,1,0,36.5,38.0,4.11,Bike,5.78,11.2
2466,4,8.0,17,57,1,0,36.5,38.0,4.11,Bike,5.78,11.2
2466,5,10.0,18,0,1,0,36.5,38.0,4.11,Bike,5.78,11.2
2466,6,12.0,18,1,1,0,36.5,38.0,4.11,Bike,5.78,11.2
2466,7,14.0,18,3,1,0,36.5,38.0,4.11,Bike,5.78,11.2
2466,8,16.0,18,5,1,0,36.5,38.0,4.11,Bike,5.78,11.2
2466,9,18.0,18,7,1,0,36.5,38.0,4.11,Bike,5.78,11.2
2466,10,20.0,18,9,1,0,36.5,38.0,4.11,Bike,5.78,11.2
2466,11,22.0,18,11,1,0,36.5,38.0,4.11,Bike,5.78,11.2
2466,12,24.0,18,13,1,0,36.5,38.0,4.11,Bike,5.78,11.2
2466,13,26.0,18,15,1,0,36.5,38.0,4.11,Bike,5.78,11.2
2466,14,28.0,18,17,1,0,36.5,38.0,4.11,Bike,5.78,11.2
2466,15,30.0,18,19,1,0,36.5,38.0,4.11,Bike,5.78,11.2
2466,16,32.0,18,22,1,0,36.5,38.0,4.11,Bike,5.78,11.2
2466,17,34.0,18,23,1,0,36.5,38.0,4.11,Bike,5.78,11.2
2466,18,36.0,18,26,1,0,36.5,38.0,4.11,Bike,5.78,11.2
2466,19,38.0,18,27,1,0,36.5,38.0,4.11,Bike,5.78,11.2
