journey_id,update_sequence,elapsed_minutes,time_of_day_hour,time_of_day_minute,is_rush_hour,is_lunch_hour,original_eta_minutes,actual_duration_minutes,time_variance_percent,travel_mode,original_distance_km,original_speed_kmh
2593,0,0.0,7,52,1,0,30.0,30.0,0.0,Car,12.06,37.0
2593,1,2.0,7,54,1,0,30.0,30.0,0.0,Car,12.06,37.0
2593,2,4.0,7,56,1,0,30.0,30.0,0.0,Car,12.06,37.0
2593,3,6.0,7,58,1,0,30.0,30.0,0.0,Car,12.06,37.0
2593,4,8.0,8,0,1,0,30.0,30.0,0.0,Car,12.06,37.0
2593,5,10.0,8,1,1,0,30.0,30.0,0.0,Car,12.06,37.0
2593,6,12.0,8,3,1,0,30.0,30.0,0.0,Car,12.06,37.0
2593,7,14.0,8,5,1,0,30.0,30.0,0.0,Car,12.06,37.0
2593,8,16.0,8,8,1,0,30.0,30.0,0.0,Car,12.06,37.0
2593,9,18.0,8,10,1,0,30.0,30.0,0.0,Car,12.06,37.0
2593,10,20.0,8,12,1,0,30.0,30.0,0.0,Car,12.06,37.0
2593,11,22.0,8,14,1,0,30.0,30.0,0.0,Car,12.06,37.0
2593,12,24.0,8,16,1,0,30.0,30.0,0.0,Car,12.06,37.0
2593,13,26.0,8,18,1,0,30.0,30.0,0.0,Car,12.06,37.0
2593,14,28.0,8,20,1,0,30.0,30.0,0.0,Car,12.06,37.0
2593,15,30.0,8,22,1,0,30.0,30.0,0.0,Car,12.06,37.0
