journey_id,update_sequence,elapsed_minutes,time_of_day_hour,time_of_day_minute,is_rush_hour,is_lunch_hour,original_eta_minutes,actual_duration_minutes,time_variance_percent,travel_mode,original_distance_km,original_speed_kmh
2107,0,0.0,10,11,0,0,17.7,18.0,1.69,Car,4.71,30.8
2107,1,2.0,10,13,0,0,17.7,18.0,1.69,Car,4.71,30.8
2107,2,4.0,10,15,0,0,17.7,18.0,1.69,Car,4.71,30.8
2107,3,6.0,10,16,0,0,17.7,18.0,1.69,Car,4.71,30.8
2107,4,8.0,10,18,0,0,17.7,18.0,1.69,Car,4.71,30.8
2107,5,10.0,10,20,0,0,17.7,18.0,1.69,Car,4.71,30.8
2107,6,12.0,10,22,0,0,17.7,18.0,1.69,Car,4.71,30.8
2107,7,14.0,10,24,0,0,17.7,18.0,1.69,Car,4.71,30.8
2107,8,16.0,10,27,0,0,17.7,18.0,1.69,Car,4.71,30.8
2107,9,18.0,10,29,0,0,17.7,18.0,1.69,Car,4.71,30.8
